,Diffuse irradiance|W/m2,Global horizontal irradiance|W/m2,Beam irradiance|W/m2,Plane of array irradiance|W/m2
"Jan 25, 01:00 pm",88,682,1009,1055.8
"Jan 25, 02:00 pm",89,596,977,944.356
"Jan 25, 03:00 pm",79,438,897,741.74
"Jan 25, 04:00 pm",84,210,515,376.735
"Jan 25, 05:00 pm",7,32,233,86.097
"Jan 25, 06:00 pm",0,0,0,0
"Jan 25, 07:00 pm",0,0,0,0
"Jan 25, 08:00 pm",0,0,0,0
"Jan 25, 09:00 pm",0,0,0,0
"Jan 25, 10:00 pm",0,0,0,0
"Jan 25, 11:00 pm",0,0,0,0
"Jan 26, 12:00 am",0,0,0,0
"Jan 26, 01:00 am",0,0,0,0
"Jan 26, 02:00 am",0,0,0,0
"Jan 26, 03:00 am",0,0,0,0
"Jan 26, 04:00 am",0,0,0,0
"Jan 26, 05:00 am",0,0,0,0
"Jan 26, 06:00 am",0,0,0,0
"Jan 26, 07:00 am",2,17,142,41.9614
"Jan 26, 08:00 am",27,144,653,327.074
"Jan 26, 09:00 am",40,333,846,599.96
"Jan 26, 10:00 am",73,498,881,805.987
"Jan 26, 11:00 am",81,605,922,946.467
"Jan 26, 12:00 pm",87,675,966,1036.33
"Jan 26, 01:00 pm",105,671,950,1032.13
"Jan 26, 02:00 pm",116,580,873,896.294
"Jan 26, 03:00 pm",97,437,821,714.319
"Jan 26, 04:00 pm",94,164,273,254.672
"Jan 26, 05:00 pm",21,36,148,82.3749
"Jan 26, 06:00 pm",0,0,0,0
"Jan 26, 07:00 pm",0,0,0,0
"Jan 26, 08:00 pm",0,0,0,0
"Jan 26, 09:00 pm",0,0,0,0
"Jan 26, 10:00 pm",0,0,0,0
"Jan 26, 11:00 pm",0,0,0,0
"Jan 27, 12:00 am",0,0,0,0
"Jan 27, 01:00 am",0,0,0,0
"Jan 27, 02:00 am",0,0,0,0
"Jan 27, 03:00 am",0,0,0,0
"Jan 27, 04:00 am",0,0,0,0
"Jan 27, 05:00 am",0,0,0,0
"Jan 27, 06:00 am",0,0,0,0
"Jan 27, 07:00 am",13,14,4,12.8684
"Jan 27, 08:00 am",96,146,297,251.455
"Jan 27, 09:00 am",160,285,369,427.838
"Jan 27, 10:00 am",207,487,586,727.923
"Jan 27, 11:00 am",289,533,436,738.962
"Jan 27, 12:00 pm",179,644,757,960.941
"Jan 27, 01:00 pm",256,627,620,896.349
"Jan 27, 02:00 pm",290,440,278,566.179
"Jan 27, 03:00 pm",216,240,60,277.868
"Jan 27, 04:00 pm",111,110,1,111.873
"Jan 27, 05:00 pm",24,24,0,21.8647
"Jan 27, 06:00 pm",0,0,0,0
"Jan 27, 07:00 pm",0,0,0,0
"Jan 27, 08:00 pm",0,0,0,0
"Jan 27, 09:00 pm",0,0,0,0
"Jan 27, 10:00 pm",0,0,0,0
"Jan 27, 11:00 pm",0,0,0,0
"Jan 28, 12:00 am",0,0,0,0
"Jan 28, 01:00 am",0,0,0,0
"Jan 28, 02:00 am",0,0,0,0
"Jan 28, 03:00 am",0,0,0,0
"Jan 28, 04:00 am",0,0,0,0
"Jan 28, 05:00 am",0,0,0,0
"Jan 28, 06:00 am",0,0,0,0
"Jan 28, 07:00 am",8,8,3,8.03541
"Jan 28, 08:00 am",85,100,59,119.232
"Jan 28, 09:00 am",179,316,370,451.336
"Jan 28, 10:00 am",180,594,836,899.744
"Jan 28, 11:00 am",98,640,931,986.07
"Jan 28, 12:00 pm",197,632,705,931.1
"Jan 28, 01:00 pm",262,485,372,657.376
"Jan 28, 02:00 pm",203,543,641,799.797
"Jan 28, 03:00 pm",163,368,500,558.465
"Jan 28, 04:00 pm",139,199,242,295.17
"Jan 28, 05:00 pm",26,40,134,85.2205
"Jan 28, 06:00 pm",0,0,0,0
"Jan 28, 07:00 pm",0,0,0,0
"Jan 28, 08:00 pm",0,0,0,0
"Jan 28, 09:00 pm",0,0,0,0
"Jan 28, 10:00 pm",0,0,0,0
"Jan 28, 11:00 pm",0,0,0,0
"Jan 29, 12:00 am",0,0,0,0
"Jan 29, 01:00 am",0,0,0,0
"Jan 29, 02:00 am",0,0,0,0
"Jan 29, 03:00 am",0,0,0,0
"Jan 29, 04:00 am",0,0,0,0
"Jan 29, 05:00 am",0,0,0,0
"Jan 29, 06:00 am",0,0,0,0
"Jan 29, 07:00 am",13,17,37,26.469
"Jan 29, 08:00 am",67,158,475,299.087
"Jan 29, 09:00 am",69,338,751,580.933
"Jan 29, 10:00 am",92,505,839,803.783
"Jan 29, 11:00 am",108,597,842,917.605
"Jan 29, 12:00 pm",156,669,827,1004.41
"Jan 29, 01:00 pm",131,649,857,978.793
"Jan 29, 02:00 pm",96,549,843,852.329
"Jan 29, 03:00 pm",103,373,640,596.446
"Jan 29, 04:00 pm",105,167,230,246.051
"Jan 29, 05:00 pm",25,25,7,24.9825
"Jan 29, 06:00 pm",0,0,0,0
"Jan 29, 07:00 pm",0,0,0,0
"Jan 29, 08:00 pm",0,0,0,0
"Jan 29, 09:00 pm",0,0,0,0
"Jan 29, 10:00 pm",0,0,0,0
"Jan 29, 11:00 pm",0,0,0,0
"Jan 30, 12:00 am",0,0,0,0
"Jan 30, 01:00 am",0,0,0,0
"Jan 30, 02:00 am",0,0,0,0
"Jan 30, 03:00 am",0,0,0,0
"Jan 30, 04:00 am",0,0,0,0
"Jan 30, 05:00 am",0,0,0,0
"Jan 30, 06:00 am",0,0,0,0
"Jan 30, 07:00 am",13,15,15,17.8793
"Jan 30, 08:00 am",39,154,588,316.499
"Jan 30, 09:00 am",60,341,767,580.747
"Jan 30, 10:00 am",77,509,864,806.542
"Jan 30, 11:00 am",80,620,919,946.244
"Jan 30, 12:00 pm",78,672,952,1016.81
"Jan 30, 01:00 pm",91,649,920,983.327
"Jan 30, 02:00 pm",82,565,899,876.765
"Jan 30, 03:00 pm",68,416,830,687.924
"Jan 30, 04:00 pm",54,201,563,372.926
"Jan 30, 05:00 pm",26,51,250,122.686
"Jan 30, 06:00 pm",0,0,0,0
"Jan 30, 07:00 pm",0,0,0,0
"Jan 30, 08:00 pm",0,0,0,0
"Jan 30, 09:00 pm",0,0,0,0
"Jan 30, 10:00 pm",0,0,0,0
"Jan 30, 11:00 pm",0,0,0,0
"Jan 31, 12:00 am",0,0,0,0
"Jan 31, 01:00 am",0,0,0,0
"Jan 31, 02:00 am",0,0,0,0
"Jan 31, 03:00 am",0,0,0,0
"Jan 31, 04:00 am",0,0,0,0
"Jan 31, 05:00 am",0,0,0,0
"Jan 31, 06:00 am",0,0,0,0
"Jan 31, 07:00 am",20,26,59,41.4417
"Jan 31, 08:00 am",56,147,454,279.402
"Jan 31, 09:00 am",85,336,680,557.362
"Jan 31, 10:00 am",158,490,661,739.333
"Jan 31, 11:00 am",212,518,518,740.514
"Jan 31, 12:00 pm",257,441,292,582.882
"Jan 31, 01:00 pm",393,510,191,631.186
"Jan 31, 02:00 pm",164,517,654,774.854
"Jan 31, 03:00 pm",182,265,194,340.069
"Jan 31, 04:00 pm",126,136,35,154.536
"Jan 31, 05:00 pm",44,48,40,64.9812
"Jan 31, 06:00 pm",0,0,0,0
"Jan 31, 07:00 pm",0,0,0,0
"Jan 31, 08:00 pm",0,0,0,0
"Jan 31, 09:00 pm",0,0,0,0
"Jan 31, 10:00 pm",0,0,0,0
"Jan 31, 11:00 pm",0,0,0,0
"Feb 1, 12:00 am",0,0,0,0
"Feb 1, 01:00 am",0,0,0,0
"Feb 1, 02:00 am",0,0,0,0
"Feb 1, 03:00 am",0,0,0,0
"Feb 1, 04:00 am",0,0,0,0
"Feb 1, 05:00 am",0,0,0,0
"Feb 1, 06:00 am",0,0,0,0
"Feb 1, 07:00 am",15,26,103,50.1862
"Feb 1, 08:00 am",41,156,570,310.732
"Feb 1, 09:00 am",61,347,769,583.77
"Feb 1, 10:00 am",77,512,859,803.832
"Feb 1, 11:00 am",87,624,903,942.234
"Feb 1, 12:00 pm",91,670,917,1001.75
"Feb 1, 01:00 pm",89,652,916,979.996
"Feb 1, 02:00 pm",81,566,889,869.835
"Feb 1, 03:00 pm",68,418,822,684.72
"Feb 1, 04:00 pm",49,230,674,424.317
"Feb 1, 05:00 pm",25,54,284,130.95
"Feb 1, 06:00 pm",0,0,0,0
"Feb 1, 07:00 pm",0,0,0,0
"Feb 1, 08:00 pm",0,0,0,0
"Feb 1, 09:00 pm",0,0,0,0
"Feb 1, 10:00 pm",0,0,0,0
"Feb 1, 11:00 pm",0,0,0,0
"Feb 2, 12:00 am",0,0,0,0
"Feb 2, 01:00 am",0,0,0,0
"Feb 2, 02:00 am",0,0,0,0
"Feb 2, 03:00 am",0,0,0,0
"Feb 2, 04:00 am",0,0,0,0
"Feb 2, 05:00 am",0,0,0,0
"Feb 2, 06:00 am",0,0,0,0
"Feb 2, 07:00 am",14,31,152,63.6999
"Feb 2, 08:00 am",35,165,640,334.202
"Feb 2, 09:00 am",52,361,826,604.727
"Feb 2, 10:00 am",65,526,906,820.689
"Feb 2, 11:00 am",74,640,946,966.761
"Feb 2, 12:00 pm",77,687,960,1027.28
"Feb 2, 01:00 pm",75,668,958,1003.79
"Feb 2, 02:00 pm",69,581,933,894.115
"Feb 2, 03:00 pm",57,432,870,700.715
"Feb 2, 04:00 pm",41,242,738,444.921
"Feb 2, 05:00 pm",22,61,374,152.164
"Feb 2, 06:00 pm",0,0,0,0
"Feb 2, 07:00 pm",0,0,0,0
"Feb 2, 08:00 pm",0,0,0,0
"Feb 2, 09:00 pm",0,0,0,0
"Feb 2, 10:00 pm",0,0,0,0
"Feb 2, 11:00 pm",0,0,0,0
"Feb 3, 12:00 am",0,0,0,0
"Feb 3, 01:00 am",0,0,0,0
"Feb 3, 02:00 am",0,0,0,0
"Feb 3, 03:00 am",0,0,0,0
"Feb 3, 04:00 am",0,0,0,0
"Feb 3, 05:00 am",0,0,0,0
"Feb 3, 06:00 am",0,0,0,0
"Feb 3, 07:00 am",15,24,87,45.7134
"Feb 3, 08:00 am",74,132,283,221.848
"Feb 3, 09:00 am",98,351,670,566.286
"Feb 3, 10:00 am",114,514,780,789.081
"Feb 3, 11:00 am",227,432,340,577.931
"Feb 3, 12:00 pm",111,645,837,960.74
"Feb 3, 01:00 pm",234,583,561,821.868
"Feb 3, 02:00 pm",221,270,89,304.215
"Feb 3, 03:00 pm",213,308,219,394.894
"Feb 3, 04:00 pm",85,90,18,93.7959
"Feb 3, 05:00 pm",38,38,0,38.2453
"Feb 3, 06:00 pm",0,0,0,0
"Feb 3, 07:00 pm",0,0,0,0
"Feb 3, 08:00 pm",0,0,0,0
"Feb 3, 09:00 pm",0,0,0,0
"Feb 3, 10:00 pm",0,0,0,0
"Feb 3, 11:00 pm",0,0,0,0
"Feb 4, 12:00 am",0,0,0,0
"Feb 4, 01:00 am",0,0,0,0
"Feb 4, 02:00 am",0,0,0,0
"Feb 4, 03:00 am",0,0,0,0
"Feb 4, 04:00 am",0,0,0,0
"Feb 4, 05:00 am",0,0,0,0
"Feb 4, 06:00 am",0,0,0,0
"Feb 4, 07:00 am",16,21,53,33.9262
"Feb 4, 08:00 am",63,141,372,247.748
"Feb 4, 09:00 am",159,330,450,486.83
"Feb 4, 10:00 am",205,449,474,637.192
"Feb 4, 11:00 am",262,552,479,761.211
"Feb 4, 12:00 pm",329,481,237,597.416
"Feb 4, 01:00 pm",284,431,234,536.394
"Feb 4, 02:00 pm",224,226,4,219.512
"Feb 4, 03:00 pm",141,160,45,173.175
"Feb 4, 04:00 pm",105,106,4,103.072
"Feb 4, 05:00 pm",26,26,3,24.2443
"Feb 4, 06:00 pm",0,0,0,0
"Feb 4, 07:00 pm",0,0,0,0
"Feb 4, 08:00 pm",0,0,0,0
"Feb 4, 09:00 pm",0,0,0,0
"Feb 4, 10:00 pm",0,0,0,0
"Feb 4, 11:00 pm",0,0,0,0
"Feb 5, 12:00 am",0,0,0,0
"Feb 5, 01:00 am",0,0,0,0
"Feb 5, 02:00 am",0,0,0,0
"Feb 5, 03:00 am",0,0,0,0
"Feb 5, 04:00 am",0,0,0,0
"Feb 5, 05:00 am",0,0,0,0
"Feb 5, 06:00 am",0,0,0,0
"Feb 5, 07:00 am",27,34,58,46.6854
"Feb 5, 08:00 am",83,150,317,246.458
"Feb 5, 09:00 am",67,312,639,508.264
"Feb 5, 10:00 am",116,523,783,795.092
"Feb 5, 11:00 am",201,617,682,885.373
"Feb 5, 12:00 pm",165,648,746,943.645
"Feb 5, 01:00 pm",170,706,850,1032.19
"Feb 5, 02:00 pm",117,547,766,823.407
"Feb 5, 03:00 pm",95,437,775,690.021
"Feb 5, 04:00 pm",69,255,655,442.468
"Feb 5, 05:00 pm",34,56,218,117.337
"Feb 5, 06:00 pm",0,0,0,0
"Feb 5, 07:00 pm",0,0,0,0
"Feb 5, 08:00 pm",0,0,0,0
"Feb 5, 09:00 pm",0,0,0,0
"Feb 5, 10:00 pm",0,0,0,0
"Feb 5, 11:00 pm",0,0,0,0
"Feb 6, 12:00 am",0,0,0,0
"Feb 6, 01:00 am",0,0,0,0
"Feb 6, 02:00 am",0,0,0,0
"Feb 6, 03:00 am",0,0,0,0
"Feb 6, 04:00 am",0,0,0,0
"Feb 6, 05:00 am",0,0,0,0
"Feb 6, 06:00 am",0,0,0,0
"Feb 6, 07:00 am",28,31,31,41.0597
"Feb 6, 08:00 am",81,161,373,268.652
"Feb 6, 09:00 am",109,335,584,523.37
"Feb 6, 10:00 am",149,506,683,751.215
"Feb 6, 11:00 am",147,629,786,924.175
"Feb 6, 12:00 pm",162,694,817,1010.04
"Feb 6, 01:00 pm",155,683,832,999.341
"Feb 6, 02:00 pm",123,589,823,880.83
"Feb 6, 03:00 pm",113,406,656,625.641
"Feb 6, 04:00 pm",120,212,320,310.544
"Feb 6, 05:00 pm",45,55,96,83.8715
"Feb 6, 06:00 pm",0,0,0,0
"Feb 6, 07:00 pm",0,0,0,0
"Feb 6, 08:00 pm",0,0,0,0
"Feb 6, 09:00 pm",0,0,0,0
"Feb 6, 10:00 pm",0,0,0,0
"Feb 6, 11:00 pm",0,0,0,0
"Feb 7, 12:00 am",0,0,0,0
"Feb 7, 01:00 am",0,0,0,0
"Feb 7, 02:00 am",0,0,0,0
"Feb 7, 03:00 am",0,0,0,0
"Feb 7, 04:00 am",0,0,0,0
"Feb 7, 05:00 am",0,0,0,0
"Feb 7, 06:00 am",0,0,0,0
"Feb 7, 07:00 am",33,38,46,51.9435
"Feb 7, 08:00 am",90,130,182,187.917
"Feb 7, 09:00 am",156,217,158,272.85
"Feb 7, 10:00 am",244,249,10,247.397
"Feb 7, 11:00 am",306,311,8,309.868
"Feb 7, 12:00 pm",373,373,1,376.697
"Feb 7, 01:00 pm",302,395,147,474.382
"Feb 7, 02:00 pm",314,383,122,442.898
"Feb 7, 03:00 pm",163,316,339,433.783
"Feb 7, 04:00 pm",145,179,115,224.171
"Feb 7, 05:00 pm",42,45,29,54.0978
"Feb 7, 06:00 pm",0,0,0,0
"Feb 7, 07:00 pm",0,0,0,0
"Feb 7, 08:00 pm",0,0,0,0
"Feb 7, 09:00 pm",0,0,0,0
"Feb 7, 10:00 pm",0,0,0,0
"Feb 7, 11:00 pm",0,0,0,0
"Feb 8, 12:00 am",0,0,0,0
"Feb 8, 01:00 am",0,0,0,0
"Feb 8, 02:00 am",0,0,0,0
"Feb 8, 03:00 am",0,0,0,0
"Feb 8, 04:00 am",0,0,0,0
"Feb 8, 05:00 am",0,0,0,0
"Feb 8, 06:00 am",0,0,0,0
"Feb 8, 07:00 am",21,33,104,57.277
"Feb 8, 08:00 am",43,170,572,314.35
"Feb 8, 09:00 am",64,374,786,601.31
"Feb 8, 10:00 am",80,543,873,817.163
"Feb 8, 11:00 am",90,665,925,973.408
"Feb 8, 12:00 pm",94,712,937,1033.17
"Feb 8, 01:00 pm",92,696,939,1014.31
"Feb 8, 02:00 pm",85,603,906,897.706
"Feb 8, 03:00 pm",71,453,841,708.924
"Feb 8, 04:00 pm",52,260,707,449.718
"Feb 8, 05:00 pm",28,67,360,154.156
"Feb 8, 06:00 pm",1,2,2,1.27903
"Feb 8, 07:00 pm",0,0,0,0
"Feb 8, 08:00 pm",0,0,0,0
"Feb 8, 09:00 pm",0,0,0,0
"Feb 8, 10:00 pm",0,0,0,0
"Feb 8, 11:00 pm",0,0,0,0
"Feb 9, 12:00 am",0,0,0,0
"Feb 9, 01:00 am",0,0,0,0
"Feb 9, 02:00 am",0,0,0,0
"Feb 9, 03:00 am",0,0,0,0
"Feb 9, 04:00 am",0,0,0,0
"Feb 9, 05:00 am",0,0,0,0
"Feb 9, 06:00 am",0,0,0,0
"Feb 9, 07:00 am",26,33,72,51.2682
"Feb 9, 08:00 am",58,183,557,326.901
"Feb 9, 09:00 am",72,390,799,619.763
"Feb 9, 10:00 am",126,568,827,845.307
"Feb 9, 11:00 am",158,663,808,959.638
"Feb 9, 12:00 pm",162,705,819,1014.97
"Feb 9, 01:00 pm",249,553,470,755.01
"Feb 9, 02:00 pm",206,246,69,268.316
"Feb 9, 03:00 pm",162,165,8,159.227
"Feb 9, 04:00 pm",145,146,4,146.824
"Feb 9, 05:00 pm",47,49,24,58.3694
"Feb 9, 06:00 pm",1,2,1,1.09738
"Feb 9, 07:00 pm",0,0,0,0
"Feb 9, 08:00 pm",0,0,0,0
"Feb 9, 09:00 pm",0,0,0,0
"Feb 9, 10:00 pm",0,0,0,0
"Feb 9, 11:00 pm",0,0,0,0
"Feb 10, 12:00 am",0,0,0,0
"Feb 10, 01:00 am",0,0,0,0
"Feb 10, 02:00 am",0,0,0,0
"Feb 10, 03:00 am",0,0,0,0
"Feb 10, 04:00 am",0,0,0,0
"Feb 10, 05:00 am",0,0,0,0
"Feb 10, 06:00 am",0,0,0,0
"Feb 10, 07:00 am",23,32,84,49.9983
"Feb 10, 08:00 am",78,146,297,231.34
"Feb 10, 09:00 am",98,385,714,597.499
"Feb 10, 10:00 am",77,525,833,782.517
"Feb 10, 11:00 am",374,514,222,625.923
"Feb 10, 12:00 pm",291,658,551,890.507
"Feb 10, 01:00 pm",292,654,555,883.097
"Feb 10, 02:00 pm",151,522,638,755.365
"Feb 10, 03:00 pm",116,463,750,699.756
"Feb 10, 04:00 pm",87,178,300,271.018
"Feb 10, 05:00 pm",35,73,331,152.923
"Feb 10, 06:00 pm",2,3,3,2.36726
"Feb 10, 07:00 pm",0,0,0,0
"Feb 10, 08:00 pm",0,0,0,0
"Feb 10, 09:00 pm",0,0,0,0
"Feb 10, 10:00 pm",0,0,0,0
"Feb 10, 11:00 pm",0,0,0,0
"Feb 11, 12:00 am",0,0,0,0
"Feb 11, 01:00 am",0,0,0,0
"Feb 11, 02:00 am",0,0,0,0
"Feb 11, 03:00 am",0,0,0,0
"Feb 11, 04:00 am",0,0,0,0
"Feb 11, 05:00 am",0,0,0,0
"Feb 11, 06:00 am",0,0,0,0
"Feb 11, 07:00 am",20,35,142,64.7419
"Feb 11, 08:00 am",46,183,589,325.839
"Feb 11, 09:00 am",68,382,775,600.576
"Feb 11, 10:00 am",84,551,861,821.771
"Feb 11, 11:00 am",95,670,908,966.79
"Feb 11, 12:00 pm",99,723,930,1035.8
"Feb 11, 01:00 pm",97,706,928,1013.26
"Feb 11, 02:00 pm",90,620,905,905.931
"Feb 11, 03:00 pm",76,468,841,717.343
"Feb 11, 04:00 pm",56,272,706,455.264
"Feb 11, 05:00 pm",31,74,370,160.436
"Feb 11, 06:00 pm",1,2,6,1.96521
"Feb 11, 07:00 pm",0,0,0,0
"Feb 11, 08:00 pm",0,0,0,0
"Feb 11, 09:00 pm",0,0,0,0
"Feb 11, 10:00 pm",0,0,0,0
"Feb 11, 11:00 pm",0,0,0,0
"Feb 12, 12:00 am",0,0,0,0
"Feb 12, 01:00 am",0,0,0,0
"Feb 12, 02:00 am",0,0,0,0
"Feb 12, 03:00 am",0,0,0,0
"Feb 12, 04:00 am",0,0,0,0
"Feb 12, 05:00 am",0,0,0,0
"Feb 12, 06:00 am",0,0,0,0
"Feb 12, 07:00 am",28,40,113,63.3048
"Feb 12, 08:00 am",69,180,471,301.009
"Feb 12, 09:00 am",127,398,664,596.472
"Feb 12, 10:00 am",260,512,462,678.302
"Feb 12, 11:00 am",250,625,588,852.695
"Feb 12, 12:00 pm",250,700,665,958.528
"Feb 12, 01:00 pm",270,481,321,619.95
"Feb 12, 02:00 pm",315,405,153,482.364
"Feb 12, 03:00 pm",167,427,552,607.216
"Feb 12, 04:00 pm",114,235,389,348.847
"Feb 12, 05:00 pm",43,75,267,140.69
"Feb 12, 06:00 pm",1,2,6,1.95367
"Feb 12, 07:00 pm",0,0,0,0
"Feb 12, 08:00 pm",0,0,0,0
"Feb 12, 09:00 pm",0,0,0,0
"Feb 12, 10:00 pm",0,0,0,0
"Feb 12, 11:00 pm",0,0,0,0
"Feb 13, 12:00 am",0,0,0,0
"Feb 13, 01:00 am",0,0,0,0
"Feb 13, 02:00 am",0,0,0,0
"Feb 13, 03:00 am",0,0,0,0
"Feb 13, 04:00 am",0,0,0,0
"Feb 13, 05:00 am",0,0,0,0
"Feb 13, 06:00 am",0,0,0,0
"Feb 13, 07:00 am",30,35,44,45.4904
"Feb 13, 08:00 am",113,178,273,253.669
"Feb 13, 09:00 am",226,252,62,281.886
"Feb 13, 10:00 am",185,186,2,175.844
"Feb 13, 11:00 am",337,580,379,742.349
"Feb 13, 12:00 pm",322,399,113,447.299
"Feb 13, 01:00 pm",279,282,4,273.053
"Feb 13, 02:00 pm",303,369,111,415.984
"Feb 13, 03:00 pm",200,260,125,307.846
"Feb 13, 04:00 pm",163,164,4,165.57
"Feb 13, 05:00 pm",34,35,3,31.7997
"Feb 13, 06:00 pm",2,2,0,1.83867
"Feb 13, 07:00 pm",0,0,0,0
"Feb 13, 08:00 pm",0,0,0,0
"Feb 13, 09:00 pm",0,0,0,0
"Feb 13, 10:00 pm",0,0,0,0
"Feb 13, 11:00 pm",0,0,0,0
"Feb 14, 12:00 am",0,0,0,0
"Feb 14, 01:00 am",0,0,0,0
"Feb 14, 02:00 am",0,0,0,0
"Feb 14, 03:00 am",0,0,0,0
"Feb 14, 04:00 am",0,0,0,0
"Feb 14, 05:00 am",0,0,0,0
"Feb 14, 06:00 am",0,0,0,0
"Feb 14, 07:00 am",18,18,0,16.0385
"Feb 14, 08:00 am",49,50,4,45.5233
"Feb 14, 09:00 am",103,104,3,95.9933
"Feb 14, 10:00 am",244,245,2,237.898
"Feb 14, 11:00 am",295,295,1,287.961
"Feb 14, 12:00 pm",350,472,178,561.318
"Feb 14, 01:00 pm",333,383,76,422.717
"Feb 14, 02:00 pm",249,536,480,720.294
"Feb 14, 03:00 pm",175,400,469,555.733
"Feb 14, 04:00 pm",113,233,376,340.716
"Feb 14, 05:00 pm",39,51,94,76.1986
"Feb 14, 06:00 pm",0,0,0,0
"Feb 14, 07:00 pm",0,0,0,0
"Feb 14, 08:00 pm",0,0,0,0
"Feb 14, 09:00 pm",0,0,0,0
"Feb 14, 10:00 pm",0,0,0,0
"Feb 14, 11:00 pm",0,0,0,0
"Feb 15, 12:00 am",0,0,0,0
"Feb 15, 01:00 am",0,0,0,0
"Feb 15, 02:00 am",0,0,0,0
"Feb 15, 03:00 am",0,0,0,0
"Feb 15, 04:00 am",0,0,0,0
"Feb 15, 05:00 am",0,0,0,0
"Feb 15, 06:00 am",0,0,0,0
"Feb 15, 07:00 am",23,23,8,24.1828
"Feb 15, 08:00 am",64,66,6,60.9528
"Feb 15, 09:00 am",191,194,7,190.446
"Feb 15, 10:00 am",236,240,7,233.025
"Feb 15, 11:00 am",166,172,9,161.749
"Feb 15, 12:00 pm",361,366,8,364.777
"Feb 15, 01:00 pm",334,336,3,330.857
"Feb 15, 02:00 pm",293,297,6,292.113
"Feb 15, 03:00 pm",204,223,38,236.167
"Feb 15, 04:00 pm",147,168,65,187.277
"Feb 15, 05:00 pm",27,31,25,32.4138
"Feb 15, 06:00 pm",0,0,0,0
"Feb 15, 07:00 pm",0,0,0,0
"Feb 15, 08:00 pm",0,0,0,0
"Feb 15, 09:00 pm",0,0,0,0
"Feb 15, 10:00 pm",0,0,0,0
"Feb 15, 11:00 pm",0,0,0,0
"Feb 16, 12:00 am",0,0,0,0
"Feb 16, 01:00 am",0,0,0,0
"Feb 16, 02:00 am",0,0,0,0
"Feb 16, 03:00 am",0,0,0,0
"Feb 16, 04:00 am",0,0,0,0
"Feb 16, 05:00 am",0,0,0,0
"Feb 16, 06:00 am",0,0,0,0
"Feb 16, 07:00 am",30,32,16,34.8311
"Feb 16, 08:00 am",113,126,54,141.824
"Feb 16, 09:00 am",175,300,294,392.694
"Feb 16, 10:00 am",134,526,697,752.515
"Feb 16, 11:00 am",136,572,666,807.144
"Feb 16, 12:00 pm",155,730,830,1024.16
"Feb 16, 01:00 pm",152,704,816,989.807
"Feb 16, 02:00 pm",140,616,786,876.299
"Feb 16, 03:00 pm",118,463,710,675.768
"Feb 16, 04:00 pm",86,267,558,412.965
"Feb 16, 05:00 pm",45,75,223,128.392
"Feb 16, 06:00 pm",3,3,1,2.92232
"Feb 16, 07:00 pm",0,0,0,0
"Feb 16, 08:00 pm",0,0,0,0
"Feb 16, 09:00 pm",0,0,0,0
"Feb 16, 10:00 pm",0,0,0,0
"Feb 16, 11:00 pm",0,0,0,0
"Feb 17, 12:00 am",0,0,0,0
"Feb 17, 01:00 am",0,0,0,0
"Feb 17, 02:00 am",0,0,0,0
"Feb 17, 03:00 am",0,0,0,0
"Feb 17, 04:00 am",0,0,0,0
"Feb 17, 05:00 am",0,0,0,0
"Feb 17, 06:00 am",0,0,0,0
"Feb 17, 07:00 am",24,41,155,71.6661
"Feb 17, 08:00 am",55,206,596,342.537
"Feb 17, 09:00 am",79,412,777,618.506
"Feb 17, 10:00 am",102,543,779,780.378
"Feb 17, 11:00 am",105,677,870,958.345
"Feb 17, 12:00 pm",173,703,760,976.54
"Feb 17, 01:00 pm",179,674,727,935.047
"Feb 17, 02:00 pm",115,619,826,878.672
"Feb 17, 03:00 pm",88,492,825,723.22
"Feb 17, 04:00 pm",65,291,685,455.884
"Feb 17, 05:00 pm",38,89,376,169.189
"Feb 17, 06:00 pm",4,6,9,5.13709
"Feb 17, 07:00 pm",0,0,0,0
"Feb 17, 08:00 pm",0,0,0,0
"Feb 17, 09:00 pm",0,0,0,0
"Feb 17, 10:00 pm",0,0,0,0
"Feb 17, 11:00 pm",0,0,0,0
"Feb 18, 12:00 am",0,0,0,0
"Feb 18, 01:00 am",0,0,0,0
"Feb 18, 02:00 am",0,0,0,0
"Feb 18, 03:00 am",0,0,0,0
"Feb 18, 04:00 am",0,0,0,0
"Feb 18, 05:00 am",0,0,0,0
"Feb 18, 06:00 am",0,0,0,0
"Feb 18, 07:00 am",24,44,186,78.6555
"Feb 18, 08:00 am",52,210,615,346.42
"Feb 18, 09:00 am",75,417,790,623.231
"Feb 18, 10:00 am",92,590,873,847.519
"Feb 18, 11:00 am",103,712,919,993.797
"Feb 18, 12:00 pm",107,766,939,1061.63
"Feb 18, 01:00 pm",105,745,932,1033.59
"Feb 18, 02:00 pm",97,654,907,921.821
"Feb 18, 03:00 pm",83,500,844,731.845
"Feb 18, 04:00 pm",62,302,721,472.038
"Feb 18, 05:00 pm",36,95,412,177.804
"Feb 18, 06:00 pm",4,6,14,5.91789
"Feb 18, 07:00 pm",0,0,0,0
"Feb 18, 08:00 pm",0,0,0,0
"Feb 18, 09:00 pm",0,0,0,0
"Feb 18, 10:00 pm",0,0,0,0
"Feb 18, 11:00 pm",0,0,0,0
"Feb 19, 12:00 am",0,0,0,0
"Feb 19, 01:00 am",0,0,0,0
"Feb 19, 02:00 am",0,0,0,0
"Feb 19, 03:00 am",0,0,0,0
