Manufacturer,Model Number,STC,PTC,Technology,A_c,N_s,BIPV,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,T_NOCT,gamma_pmp,alpha_sc,beta_oc,Width,Length,Bifacial,a_py,Il_py,Io_py,Rs_py,Rsh_py,Adj_py,solve_return_code,solve_pass,d_Isc,d_Imp,d_Vmp,d_Pmp,Error
AEG SOLAR ENERGY SRL,ALPS54D30-435/TP,435.0,410.1,Mono-c-Si,1.99,54.0,N,14.08,39.3,13.28,32.75,45.5,-0.299,0.0060544,-0.09942899999999999,,,0,1.3720352148924353,14.0952844966891,5.027767251590074e-12,0.1668586579338062,153.70934073680368,-1.285509659305056,4.0,first_pass,1.0881447258399972e-12,0.0013240156456634836,-0.0013422818791948151,-2.0043435740174047e-05,
AEG SOLAR ENERGY SRL,ALPS54D30-440/TP,440.0,414.9,Mono-c-Si,1.99,54.0,N,14.15,39.5,13.35,32.95,45.5,-0.299,0.0060845000000000005,-0.09993500000000001,,,0,1.379503258899138,14.16486138476006,5.105278604091552e-12,0.16404186376481272,156.18950827470812,-1.2024052014695932,4.0,first_pass,9.901149393886766e-13,0.0022965962460149,-0.0023525577700603483,-6.136439938881658e-05,
AEG SOLAR ENERGY SRL,ALPS54D30-445/TP,445.0,419.8,Mono-c-Si,1.99,54.0,N,14.21,39.7,13.42,33.15,45.5,-0.299,0.0061103,-0.100441,,,0,1.3865205954989923,14.223735052656426,5.135887192614056e-12,0.1613971504376395,166.978137702417,-1.1921318182879528,4.0,first_pass,1.0398125397699706e-12,0.0032373248278892244,-0.003350643303268379,-0.00012416559613427885,
AEG SOLAR ENERGY SRL,ALPS54D30-450/TP,450.0,424.6,Mono-c-Si,1.99,54.0,N,14.28,39.9,13.53,33.25,45.5,-0.299,0.0061404,-0.10094700000000001,,,0,1.390083689940664,14.290762424275124,4.8291006172173424e-12,0.16718321496758146,221.82514401749287,-1.7461206421100288,4.0,first_pass,5.4982473600483943e-14,0.0013239057492320247,-0.0013422818791945215,-2.0153184659543836e-05,
AEG SOLAR ENERGY SRL,ALPS54D30-455/TP,455.0,429.5,Mono-c-Si,1.99,54.0,N,14.34,40.1,13.6,33.45,45.5,-0.299,0.006166199999999999,-0.101453,,,0,1.3971045605074195,14.349698777520244,4.85971458824008e-12,0.16455608396636728,243.30223519093093,-1.7327251768077327,4.0,first_pass,-6.193712829150107e-16,0.0022818274428719233,-0.0023374564861910413,-6.096271567586105e-05,
AEG SOLAR ENERGY SRL,ALPS72D30-570/TP,570.0,537.5,Mono-c-Si,2.58,72.0,N,13.81,52.1,13.09,43.55,45.5,-0.299,0.0059383,-0.131813,,,0,1.8174606163966838,13.819683085223474,4.846823570106012e-12,0.21414647760450262,305.41534963146484,-1.4460232132520852,4.0,first_pass,-6.476434964793816e-13,-0.0037690169355235116,0.003629246642369027,-0.00015344898521282762,
AEG SOLAR ENERGY SRL,ALPS72D30-575/TP,575.0,542.4,Mono-c-Si,2.58,72.0,N,13.87,52.3,13.14,43.75,45.5,-0.299,0.005964099999999999,-0.13231900000000002,,,0,1.8255326320216647,13.880138128157004,4.948965855258719e-12,0.21116508373651424,288.8955112188125,-1.3094334813851125,4.0,first_pass,-9.695040572645925e-14,-0.002963855239943029,0.002876318312559728,-9.606191848559585e-05,
AEG SOLAR ENERGY SRL,ALPS72D30-580/TP,580.0,547.2,Mono-c-Si,2.58,72.0,N,13.93,52.5,13.2,43.95,45.5,-0.299,0.0059899,-0.132825,,,0,1.8329681207118385,13.939868292133434,5.006867492962921e-12,0.20825320349557153,293.96850943643375,-1.250787837688209,4.0,first_pass,-3.0196791067478774e-13,-0.0021781625494121325,0.002130242572783147,-5.255999122210372e-05,
AEG SOLAR ENERGY SRL,ALPS72D30-585/TP,585.0,552.0,Mono-c-Si,2.58,72.0,N,13.99,52.7,13.25,44.15,45.5,-0.299,0.0060157,-0.133331,,,0,1.8410412852749756,14.000302006842304,5.111038677931512e-12,0.20531875182619833,278.8203684443402,-1.1158303429923435,4.0,first_pass,2.0696652238902132e-14,-0.0014112973874103292,0.001390926296107761,-2.2334101950285274e-05,
AEG SOLAR ENERGY SRL,ALPS72D30-590/TP,590.0,556.9,Mono-c-Si,2.58,72.0,N,14.05,52.9,13.3,44.35,45.5,-0.299,0.0060415,-0.133837,,,0,1.8491159462308302,14.06072002744794,5.216657769901521e-12,0.20240600645464277,265.2795813692353,-0.981709410749806,4.0,first_pass,-5.602161676428832e-13,-0.0006628291119205352,0.0006582780354561838,-4.9874023099506044e-06,
AEG SOLAR ENERGY SRL,ALPS72D30-595/TP,595.0,561.7,Mono-c-Si,2.58,72.0,N,14.11,53.1,13.36,44.55,45.5,-0.299,0.006067299999999999,-0.13434300000000002,,,0,1.8565502713879818,14.120444677187166,5.275979808446285e-12,0.1995693214290255,269.6036514480021,-0.9250985778371645,4.0,first_pass,-5.928071640941106e-12,6.774089498934022e-05,-6.779201410055954e-05,-5.571140309169605e-08,
AEG SOLAR ENERGY SRL,ALPS66D60-600/TP,600.0,570.0,Mono-c-Si,2.53,66.0,N,15.73,48.1,14.91,40.25,44.49,-0.285,0.0072358,-0.113035,,,0,1.6501280542412466,15.741889744327269,3.403415095691291e-12,0.17462533600374855,231.02738486742638,1.9566426725098158,2.0,first_pass,-9.9376606400014e-15,-0.0026121393871842333,0.0025428321313936326,-7.59494877561319e-05,
AEG SOLAR ENERGY SRL,ALPS72D30-600/TP,600.0,566.6,Mono-c-Si,2.58,72.0,N,14.17,53.3,13.41,44.75,45.5,-0.299,0.006093099999999999,-0.134849,,,0,1.864626014362525,14.180842167771024,5.383636219654641e-12,0.19670186034765744,257.0763906075479,-0.7925648835094908,4.0,first_pass,-2.4623289371559436e-12,0.0007809017578125111,-0.0007873720520414708,-7.0851544483111875e-06,
AEG SOLAR ENERGY SRL,ALPS66D60-605/TP,605.0,574.9,Mono-c-Si,2.53,66.0,N,15.76,48.3,14.94,40.5,44.49,-0.285,0.007249599999999999,-0.113505,,,0,1.6584923423735485,15.771515471602447,3.5009740081526696e-12,0.1687421738892145,230.93944865946,2.1798591465540498,4.0,first_pass,-2.1449283409763176e-13,-0.000499775623181557,0.0004971414367387816,-2.8826456140630724e-06,
AEG SOLAR ENERGY SRL,ALPS72D30-605/TP,605.0,571.4,Mono-c-Si,2.58,72.0,N,14.23,53.5,13.46,44.95,45.5,-0.299,0.0061189,-0.135355,,,0,1.8727032381393744,14.241224484011536,5.4927568809638595e-12,0.19385535022235229,245.76254658766152,-0.6608410401716032,4.0,first_pass,-1.1038401238583109e-09,0.0014770805890737177,-0.0015005487081098735,-2.568455040588013e-05,
AEG SOLAR ENERGY SRL,ALPS66D60-610/TP,610.0,579.7,Mono-c-Si,2.53,66.0,N,15.8,48.9,14.99,40.7,44.49,-0.285,0.007268,-0.11491499999999999,,,0,1.6726960490856786,15.81153181632643,3.1448918689437247e-12,0.19340235312586534,264.9848989217945,1.2474212263988798,4.0,first_pass,-2.158610842815494e-14,0.0001152887390153726,-0.00011542964563107038,-1.5421435401651782e-07,
AEG SOLAR ENERGY SRL,ALPS66D60-615/TP,615.0,584.6,Mono-c-Si,2.53,66.0,N,15.86,49.2,15.04,40.9,44.49,-0.285,0.007295599999999999,-0.11562,,,0,1.6823465984346495,15.872267684345438,3.1221468803043787e-12,0.19759845880439045,255.46072435363854,1.156250924120573,4.0,first_pass,-7.879811417349636e-12,-0.0011120204620734466,0.0010994240330811436,-1.3819011013554299e-05,
AEG SOLAR ENERGY SRL,ALPS66D60-620/TP,620.0,589.5,Mono-c-Si,2.53,66.0,N,15.92,49.4,15.09,41.1,44.49,-0.285,0.0073232,-0.11609,,,0,1.6901731337010077,15.932786308348366,3.1860428082344566e-12,0.19510657617708008,242.9236500742058,1.2970831528512887,4.0,first_pass,-4.826959602541133e-13,-0.0002784034562830091,0.00027760087525920634,-8.798660669507243e-07,
AEG SOLAR ENERGY SRL,ALPS78D30-620/TP,620.0,584.8,Mono-c-Si,2.79,78.0,N,13.76,56.7,13.16,47.1,45.5,-0.299,0.0059168,-0.14345100000000002,,,0,1.964097236353083,13.760655840812865,3.990251097739821e-12,0.25990054818988856,5452.896121476264,-3.02410902176649,4.0,first_pass,2.252849070085303e-12,-0.0018733517072917502,0.001838156713546851,-3.8638507762441005e-05,
AEG SOLAR ENERGY SRL,ALPS66D60-625/TP,625.0,594.3,Mono-c-Si,2.53,66.0,N,15.98,49.6,15.13,41.3,44.49,-0.285,0.007350799999999999,-0.11656000000000001,,,0,1.698497946827022,15.994089494846714,3.2761557642754426e-12,0.19261683450286948,218.46184248418615,1.5054084951872369,4.0,first_pass,-4.332621037075354e-12,0.0005332960132018241,-0.0005362627362398282,-3.2527098174059187e-06,
AEG SOLAR ENERGY SRL,ALPS78D30-625/TP,625.0,589.6,Mono-c-Si,2.79,78.0,N,13.83,56.85,13.21,47.3,45.5,-0.299,0.0059469,-0.1438305,,,0,1.9719082828347594,13.832124701747896,4.1602378585148236e-12,0.2527468862525807,1645.1671199750303,-2.7245038052115627,4.0,first_pass,-6.559547634719507e-13,-0.00024181577270599371,0.00024121344552136334,-6.606564003214848e-07,
AEG SOLAR ENERGY SRL,ALPS78D30-630/TP,630.0,594.4,Mono-c-Si,2.79,78.0,N,13.88,57.0,13.26,47.5,45.5,-0.299,0.0059684,-0.14421,,,0,1.978449661489409,13.882029910873069,4.257727096900944e-12,0.2460527817854024,1682.4446400096597,-2.5677477279124155,4.0,first_pass,1.019869427462579e-12,0.0013237065875114093,-0.0013422818791945857,-2.0352079049102124e-05,
AEG SOLAR ENERGY SRL,ALPS78D30-635/TP,635.0,599.3,Mono-c-Si,2.79,78.0,N,13.94,57.15,13.31,47.7,45.5,-0.299,0.005994199999999999,-0.1445895,,,0,1.985628163391761,13.942657463222007,4.3968058025370786e-12,0.23920749407085332,1254.7878323746274,-2.341091360399361,4.0,first_pass,1.4029905883641864e-12,0.0028255216716400007,-0.0029124984171204635,-9.520607287658414e-05,
AEG SOLAR ENERGY SRL,ALPS78D30-640/TP,640.0,604.1,Mono-c-Si,2.79,78.0,N,14.0,57.3,13.36,47.9,45.5,-0.299,0.00602,-0.144969,,,0,1.9928081514388956,14.003246022456947,4.539535776318752e-12,0.23241380918531174,1002.3939715798911,-2.1154453330939056,4.0,first_pass,-3.474046447341347e-13,-0.0036944270202076118,0.0035588684479689573,-0.00014870655199427388,
AEG SOLAR ENERGY SRL,ALPS78D30-645/TP,645.0,609.0,Mono-c-Si,2.79,78.0,N,14.06,57.45,13.41,48.1,45.5,-0.299,0.0060458,-0.1453485,,,0,1.9999896069666416,14.06379608144537,4.685986632117754e-12,0.22567114115639803,835.8451487840989,-1.8908038744743254,4.0,first_pass,5.268426756969448e-14,-0.002044942076976403,0.00200226039152209,-4.6776191978143934e-05,
AEG SOLAR ENERGY SRL,ALPS78D30-650/TP,650.0,613.8,Mono-c-Si,2.79,78.0,N,14.12,57.6,13.46,48.3,45.5,-0.299,0.006071599999999999,-0.14572800000000002,,,0,2.007172513728964,14.124308117111346,4.836228633263648e-12,0.2189789229101072,717.710852760813,-1.6671737348669902,4.0,bootstrapping,1.538586695882795e-13,-0.0004607700046493244,0.00045854349910376836,-2.4377886358563466e-06,
AEG SOLAR ENERGY SRL,ALPS78D30-655/TP,655.0,618.6,Mono-c-Si,2.79,78.0,N,14.18,57.75,13.51,48.5,45.5,-0.299,0.0060974,-0.1461075,,,0,2.014356806582271,14.184782603583828,4.9903302749644025e-12,0.21233656277670226,629.559280402125,-1.4445166703018668,4.0,first_pass,-3.971122130394072e-14,0.0010603322374279972,-0.0010724417076038869,-1.3246614691244123e-05,
AEG SOLAR ENERGY SRL,ALPS78D30-660/TP,660.0,623.5,Mono-c-Si,2.79,78.0,N,14.24,57.9,13.55,48.7,45.5,-0.299,0.0061232,-0.14648699999999998,,,0,2.0222244918308654,14.24586555362176,5.19387021382415e-12,0.20568166455535197,499.3401895655707,-1.1480996813479365,4.0,first_pass,-3.5751052555331096e-11,0.00252063194905589,-0.0025908520871518715,-7.675072264212964e-05,
AEG SOLAR ENERGY SRL,ALPS66D50-690/TP,690.0,653.8,Mono-c-Si,2.99,66.0,N,18.28,47.9,17.25,40.0,44.59,-0.294,0.008226,-0.11352299999999999,,,0,1.6617367632540734,18.299218673967037,5.443546459899043e-12,0.1527148092576807,145.25594747640912,3.8281458895349614,4.0,bootstrapping,-7.659712883418236e-12,0.003304088588280826,-0.0034228187919463694,-0.00013003950017574043,
AEG SOLAR ENERGY SRL,ALPS66D50-695/TP,695.0,658.6,Mono-c-Si,2.99,66.0,N,18.31,48.2,17.27,40.25,44.59,-0.294,0.008239499999999999,-0.114234,,,0,1.6724980969028782,18.329877016864163,5.482755018940325e-12,0.15343732316646963,141.34099748175333,3.877847841665363,4.0,bootstrapping,-6.791096600656338e-15,0.0032921311229714726,-0.003409896202426052,-0.0001289909048686539,
AEG SOLAR ENERGY SRL,ALPS66D50-700/TP,700.0,663.5,Mono-c-Si,2.99,66.0,N,18.34,48.5,17.28,40.5,44.59,-0.294,0.008253,-0.11494499999999999,,,0,1.6837052925356004,18.361285782816097,5.56034121674234e-12,0.15413678158136837,132.80547874656713,3.989177549548672,4.0,bootstrapping,-1.4141117696425114e-14,0.003280406889418815,-0.0033971331510481363,-0.00012787024062228312,
AEG SOLAR ENERGY SRL,ALPS66D50-705/TP,705.0,668.3,Mono-c-Si,2.99,66.0,N,18.37,48.8,17.3,40.75,44.59,-0.294,0.0082665,-0.115656,,,0,1.6944774573269488,18.39194446237386,5.6002659554622545e-12,0.15485373878173825,129.6301151571371,4.038687348592886,4.0,bootstrapping,0.0,0.0032687344856539885,-0.0033845267015276182,-0.00012685533502059464,
AEG SOLAR ENERGY SRL,ALPS66D50-710/TP,710.0,673.2,Mono-c-Si,2.99,66.0,N,18.4,49.1,17.32,41.0,44.59,-0.294,0.00828,-0.11636700000000001,,,0,1.705253502228114,18.422603294588033,5.640407558467811e-12,0.15556803044231204,126.63869649721835,4.0882333091671414,4.0,bootstrapping,-3.4368643197091805e-14,0.003257199892367841,-0.0033720739891962017,-0.00012585761586309075,
AEG SOLAR ENERGY SRL,ALPS66D50-715/TP,715.0,678.1,Mono-c-Si,2.99,66.0,N,18.45,49.4,17.33,41.25,44.59,-0.294,0.008302499999999999,-0.11707799999999999,,,0,1.7173354449790383,18.475448792766407,5.801130366818338e-12,0.15604785540860894,113.1323973415649,4.315882766031401,4.0,bootstrapping,-1.3864248502636102e-14,0.0032460551008399977,-0.003359772218832611,-0.00012462312374132852,
AEG SOLAR ENERGY SRL,ALPS66D50-720/TP,720.0,682.9,Mono-c-Si,2.99,66.0,N,18.51,49.7,17.35,41.5,44.59,-0.294,0.0083295,-0.117789,,,0,1.7294131830048751,18.538261236867058,5.967166581653081e-12,0.15643769592910708,102.4603774521658,4.540477515666612,4.0,bootstrapping,-2.5047602625776634e-09,0.00323499656425575,-0.003347618662569786,-0.00012345163318592552,
AIMS Power,PV555MONO,555.0,522.2,Mono-c-Si,2.61,72.0,N,13.74,49.9,12.81,43.34,43.3,-0.3423,0.0038884199999999996,-0.1250993,,,0,1.8529818786801155,13.746007451943246,2.68122737336185e-11,0.04840034147748436,110.69929471947734,14.689736280195678,4.0,first_pass,-2.3271050297819874e-15,0.003074684308013329,-0.003183815809442001,-0.00011892072993767327,
Alexus Solar,ALEX-400-B-54-S,400.0,370.0,Mono-c-Si,1.95,54.0,N,13.67,37.21,12.58,31.18,46.8,-0.36,0.006698300000000001,-0.11535100000000001,,,0,1.4406606572478118,13.697388253148674,7.943450082790215e-11,0.12405401703981983,61.91772855209001,0.9333814217019659,2.0,first_pass,-6.497281782736835e-16,-0.0011817137221146734,0.0011687925920505098,-1.4302308308418517e-05,
Alexus Solar,ALEX-405-B-54-S,405.0,374.7,Mono-c-Si,1.95,54.0,N,13.76,37.38,12.92,31.35,46.8,-0.36,0.0067424,-0.11587800000000001,,,0,1.4325449330017292,13.772434415490283,6.2817237140432e-11,0.12362838072808505,136.80792166494652,-1.0860328961673293,4.0,first_pass,1.0304418816927907e-12,-0.00028981892196034103,0.0002890080601137049,-8.946218511463103e-07,
Alexus Solar,ALEX-410-B-54-S,410.0,379.5,Mono-c-Si,1.95,54.0,N,13.85,37.55,13.01,31.52,46.8,-0.36,0.006786500000000001,-0.116405,,,0,1.4394189325662214,13.861998029775501,6.366731951581629e-11,0.12099227565124458,139.66818473422438,-1.0320379810166795,4.0,first_pass,9.138297820019339e-13,0.0005780132129986837,-0.0005812864102477521,-3.609188474698149e-06,
Alexus Solar,ALEX-540-B-72-S,540.0,499.7,Mono-c-Si,2.58,72.0,N,13.84,49.52,12.96,41.67,46.8,-0.36,0.0067816,-0.153512,,,0,1.9038953832092915,13.853568516842707,6.845032331546582e-11,0.15010533371409987,153.1086901810556,-0.43328605170828494,4.0,first_pass,1.0163995528331347e-12,0.0029447450912918802,-0.0030327775120271763,-9.69631774269176e-05,
Alexus Solar,ALEX-545-B-72-S,545.0,504.5,Mono-c-Si,2.58,72.0,N,13.91,49.68,13.03,41.83,46.8,-0.36,0.006815900000000001,-0.154008,,,0,1.9103306302356606,13.923225480099347,6.908674120574125e-11,0.14763660199589948,155.27792857951243,-0.400534189561794,2.0,first_pass,-7.930392503720745e-14,0.003510850944682811,-0.0036372854651378094,-0.00013920448756634364,
Alexus Solar,ALEX-550-B-72-S,550.0,509.3,Multi-c-Si,2.58,24.0,N,13.98,49.84,13.1,41.99,46.8,-0.36,0.006850200000000001,-0.15450400000000003,,,0,1.9167665854592453,13.9928884401526,6.972591251098309e-11,0.1451942144481023,157.49114048374148,-0.367923883769718,2.0,first_pass,1.0165132128184552e-14,-0.0038681448481079116,0.0037289159611347904,-0.00015365287403707622,
Alexus Solar,ALEX-550-W-72-S,550.0,509.3,Multi-c-Si,2.58,24.0,N,13.98,49.84,13.1,41.99,46.8,-0.36,0.006850200000000001,-0.15450400000000003,,,0,1.9167665854592453,13.9928884401526,6.972591251098309e-11,0.1451942144481023,157.49114048374148,-0.367923883769718,2.0,first_pass,1.0165132128184552e-14,-0.0038681448481079116,0.0037289159611347904,-0.00015365287403707622,
Allesun Industries Inc,Allesun-530-72IIMBG,530.0,498.1,Mono-c-Si,2.56,72.0,N,13.71,49.26,13.07,40.56,43.8,-0.3364,0.0056211,-0.1251204,,,0,1.7744467439656217,13.711662483516148,1.202185807800103e-11,0.2455313577423321,2024.8230159565205,5.79229326188321,4.0,first_pass,-5.958634185789797e-12,-0.0026362593947619898,0.0025713831857351868,-7.165504210773408e-05,
Allesun Industries Inc,AS-530-72IIMB,530.0,498.4,Mono-c-Si,2.56,72.0,N,13.23,49.24,12.54,42.26,43.3,-0.3426,0.00456435,-0.12280456000000001,,,0,1.814610670990128,13.234339296260107,2.1455452769656503e-11,0.09777150055490794,298.09360365527203,13.407111887854127,4.0,first_pass,-1.2661074003276274e-10,-0.0009595617341592809,0.0009496977801212443,-1.0775247686779001e-05,
Allesun Industries Inc,Allesun-535-72IIMBG,535.0,502.9,Mono-c-Si,2.56,72.0,N,13.79,49.34,13.17,40.63,43.8,-0.3364,0.0056539,-0.1253236,,,0,1.776552335913982,13.79000334977844,1.1965976245375143e-11,0.2429051659628744,999989.8203420852,5.695631771801544,2.0,first_pass,1.1035568559203732e-12,-0.002510467430778901,0.002469494719906356,-4.717229693748855e-05,
Allesun Industries Inc,AS-535-72IIMB,535.0,503.2,Mono-c-Si,2.56,72.0,N,13.31,49.35,12.62,42.39,43.3,-0.3426,0.00459195,-0.12307890000000002,,,0,1.8191233662604593,13.314112501802075,2.1740315181882313e-11,0.09424916675862292,305.0348613804326,13.471552586899694,4.0,first_pass,2.415631765074721e-13,-0.00010937460398631791,0.00010924445584380031,-1.4209671161338303e-07,
Allesun Industries Inc,Allesun-540-72IIMBG,540.0,507.7,Mono-c-Si,2.56,72.0,N,13.85,49.42,13.27,40.7,43.8,-0.3364,0.0056785,-0.12552680000000002,,,0,1.7818858068042014,13.850003200009928,1.2486416003707891e-11,0.23104261807524534,999997.8409788782,6.025310561840482,2.0,first_pass,1.6673385496175636e-15,-0.0022506197822579265,0.002367956730372759,0.00011200757785391168,
Allesun Industries Inc,AS-540-72IIMB,540.0,508.0,Mono-c-Si,2.56,72.0,N,13.4,49.53,12.7,42.52,43.3,-0.3426,0.004623,-0.12352782000000001,,,0,1.8256127311257133,13.404392715742393,2.1830318060185025e-11,0.0960841270240157,293.10510780306606,13.44947321159097,4.0,first_pass,2.864574249447762e-11,-0.0006933602650315521,0.0006881877931900404,-5.649633912260407e-06,
Allesun Industries Inc,Allesun-570-78IIMBG,570.0,535.5,Mono-c-Si,2.79,78.0,N,13.65,53.3,12.76,44.68,43.8,-0.3364,0.005596500000000001,-0.135382,,,0,1.955099354170158,13.668686285373123,1.922728390597268e-11,0.19500065734076194,142.44452174497363,10.047043991924255,4.0,first_pass,1.2919905275872298e-12,-0.0007841461351556298,0.0007780908834186317,-6.665388695998958e-06,
Allesun Industries Inc,Allesun-575-78IIMBG,575.0,540.3,Mono-c-Si,2.79,78.0,N,13.72,53.44,12.83,44.82,43.8,-0.3364,0.005625200000000001,-0.13573759999999999,,,0,1.9603918572836863,13.738322208049361,1.9375372068892512e-11,0.19253208856931472,144.17150260463768,10.068476166943883,4.0,first_pass,1.2044786936545576e-12,-0.0002732729761142576,0.0002725293418267016,-8.181091919020763e-07,
Allesun Industries Inc,Allesun-580-78IIMBG,580.0,545.1,Mono-c-Si,2.79,78.0,N,13.79,53.59,12.9,44.97,43.8,-0.3364,0.0056539,-0.1361186,,,0,1.9660879441932115,13.80795127160421,1.9533658312749317e-11,0.1899824397300848,145.94274487307692,10.094317392226738,2.0,first_pass,2.3573118318364456e-14,0.0002649465557414715,-0.0002656506276367244,-7.744551141316572e-07,
Allesun Industries Inc,Allesun-585-78IIMBG,585.0,549.9,Mono-c-Si,2.79,78.0,N,13.86,53.73,12.97,45.11,43.8,-0.3364,0.0056826,-0.1364742,,,0,1.971383080128556,13.87759745528386,1.968314612410438e-11,0.18756704414598527,147.73040531942945,10.115811051282314,4.0,first_pass,-1.860906811041834e-11,0.0007588922580309748,-0.0007647227731168766,-6.410857277959379e-06,
Allesun Industries Inc,Allesun-590-78IIMBG,590.0,554.7,Mono-c-Si,2.79,78.0,N,13.93,53.87,13.04,45.25,43.8,-0.3364,0.005711300000000001,-0.1368298,,,0,1.9766795401907538,13.947248581833342,1.98333216244667e-11,0.1851772962098855,149.54967133166397,10.13733960385943,2.0,first_pass,-2.95846939512461e-14,0.0012448820858086626,-0.0012607067373651714,-1.7394082789278742e-05,
Alps Technology,ATI-S572-175,175.0,151.3,Mono-c-Si,1.2873999999999999,72.0,N,5.17,43.99,4.78,36.63,49.9,-0.5072,0.0021455500000000004,-0.15906784,0.82,1.57,0,1.9749354507049433,5.175793567566411,1.0648790131630804e-09,0.3196218453123019,285.22068981245434,15.34075110425485,4.0,first_pass,0.0,0.0005671333577039982,-0.0005698193617658005,-3.0091676297415017e-06,
Alps Technology,ATI-S572-180,180.0,155.7,Mono-c-Si,1.2873999999999999,72.0,N,5.31,44.06,4.9,36.72,49.9,-0.5072,0.0022036499999999997,-0.15932096,0.82,1.57,0,1.9814000532236133,5.316247704354486,1.132591202034061e-09,0.3028920572519131,257.43170572680543,15.677003442087557,4.0,first_pass,-9.85192258386768e-14,0.0014160341551837402,-0.0014329370823646952,-1.8932015031764195e-05,
